ID#	completionStatus	timeSpent	startTime	lastModTime	Q7: Age	Q8: What is your gender?	Q9: How much total combined money did all members of your HOUSEHOLD earn last year?	Q10: US Region	Q11: Device Types	Q1: What are your favorite brands? (Please list at least 3.)	Q2 - Being able to shop new arrivals as soon as they arrive in stores	Q2 - Being able to shop sales items as soon as they are discounted	Q2 - Being able to walk away with the purchase right away (for example: no delay associated with online shopping)	Q2 - Fun and inspiration	Q2 - Readily available celebrity-inspired outfits	Q2 - Recommendations from a professional personal stylist	Q2 - Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers	Q2 - Saving the effort of hunting for things you like from many stores in the mall (i.e. \u201cWouldn\u2019t it be great if all the garments that I like are at one central location?")	Q2 - Skipping the crowds at malls or boutiques	Q2 - Trying a garment on in person prior to making a purchase	Q2 - What else is important to you when it comes to shopping?	Q3 - What features of this service are useful to you?	Q3 - What do you NOT like about it? Or, what features are NOT useful or irrelevant to you?	Q3 - What are your questions/concerns regarding this service?	Q3 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q4 - What features of this service are useful to you?	Q4 - What features are NOT useful or irrelevant to you?	Q4 - What are your questions/concerns regarding this service?	Q4 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q5 - Which 1 of the two services in the previous two questions would you use? (Please state question 3 or question 4.)	Q5 - How many times a month do you shop ONLINE?	Q5 - How many times a month do you shop IN STORES?	Q6: You purchase clothes/shoes/accessories because... (select all that apply)
4	INCOMPLETE	332	2015-11-20 13:39:59	2015-11-20 13:45:31	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	lucky, obey, asos	Somewhat important	Very important	Pretty important	Pretty important	Not important at all.	Not important at all.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty importan	lk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Pretty importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty important	none	I would not pay to go to a secret location	I think it's not worth it	I wouldn't use it	I would like to try on things in my size from various online stores	secret showroom that sound strange	cost	nothing				Respondent skipped this question
8	INCOMPLETE	161	2015-11-20 13:50:40	2015-11-20 13:53:21	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	apple, HTC, ASUS	Extremely important	Pretty important	I would pay to get this, Very important, Not important at all.	Pretty important	Does not apply to me.	Somewhat important	Pretty important, Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Trying a garment on in person prior to making a purchase >> Extremely important, Not important at all. >> What else is important to you when it comes to shopping? >> pric	walk away with the purchase right away (for example: no delay associated with online shopping) >> I would pay to get this, Very important, Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important, Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Trying a garment on in person prior to making a purchase >> Extremely important, Not important at all. >> What else is important to you when it comes to shopping? >> pric	as they arrive in stores >> Extremely important >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> I would pay to get this, Very important, Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important, Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Extremely important, Not important at all.	price	no	great	perfect	nothing	good	nice	great	perfect				Respondent skipped this question
59	INCOMPLETE	170	2015-11-23 13:14:43	2015-11-23 13:17:34	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	calvin klein >> INS >> tommy hilfigher >> anything comfortable	I would pay to get this, Very important, Extremely important	Extremely important	I would pay to get this, Extremely important	I would pay to get this, Extremely important	Extremely important	Extremely important	I would pay to get this, Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> I'm not very fashion savvy, so seeing how the outfits are displayed on manicans really helps. Also, not having to dig through racks and racks of clothing helps as well. I like being able to discuss with someone friendly about a purchase	discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> I would pay to get this, Extremely important >> Fun and inspiration >> I would pay to get this, Extremely important >> Readily available celebrity-inspired outfits >> Extremely important >> Recommendations from a professional personal stylist >> Extremely important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> I would pay to get this, Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Extremely important	I'm not very fashion savvy, so seeing how the outfits are displayed on manicans really helps. Also, not having to dig through racks and racks of clothing helps as well. I like being able to discuss with someone friendly about a purchase.												Respondent skipped this question
58	INCOMPLETE	513	2015-11-23 13:08:22	2015-11-23 13:16:56	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Chico's >> Gloria Vanderbilt >> Land's End	Not important at all.	Very important	Somewhat important	Very important	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> Not being hassled by sales representatives - just let me take my time to look and see what I want	walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Extremely important	Extremely important	Not being hassled by sales representatives - just let me take my time to look and see what I want.												Respondent skipped this question
55	INCOMPLETE	130	2015-11-23 13:11:52	2015-11-23 13:14:03	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Columbia >> UnderArmor >> Nike	Somewhat important	Very important	Extremely important	Not important at all.	Not important at all.	Not important at all.	I would pay to get this >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Pretty importan	lk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> I would pay to get this >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this	Somewhat important	Pretty importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> I would pay to get this >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Pretty important												Respondent skipped this question
54	INCOMPLETE	87	2015-11-23 13:10:14	2015-11-23 13:11:41	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	TARGET  COKE PURINA	Not important at all.	Extremely important	Somewhat important	Not important at all.	Not important at all.	Does not apply to me.	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Extremely importan	le to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Somewhat important	Extremely importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Extremely important												Respondent skipped this question
57	COMPLETE	669	2015-11-23 13:05:06	2015-11-23 13:16:16	60+	Female	$100,000 to $124,999	Pacific	iOS Phone / Tablet	Landsend, Merona, Sonoma.	Pretty important	Pretty important	Somewhat important	Very important	Not important at all.	A little important.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> A little important. >> Trying a garment on in person prior to making a purchase >> A little important. >> What else is important to you when it comes to shopping? >> Quality	lk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	A little important.	A little important.	Quality.	None	Not enough choice.	Secret locations sounds scary.	I wouldn't use it.	None	Don't want personal shopper	Don't like idea of secret location. Sounds dangerous.	Wouldn't use it.	0	3	3	I go shopping regularly >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season
56	COMPLETE	500	2015-11-23 13:06:17	2015-11-23 13:14:38	60+	Female	$150,000 to $174,999	Pacific	Windows Desktop / Laptop	Kirkland >> Dawn >> Gen Tel >> Romans >> Women Within	Not important at all.	Extremely important	Extremely important	Not important at all.	Not important at all.	Not important at all.	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Pretty important, Somewhat important >> What else is important to you when it comes to shopping? >> Because I have mobility issues I purchase most clothing items on lin	le to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Very important	Pretty important, Somewhat important	Because I have mobility issues I purchase most clothing items on line	I might use this service for home or grocery items but not clothingcie	I do not need someone to buy my clothing	I don't need the service	I wouldn't use	n/a	n/a	n/a	I wouldn't use	0	3	3	Other (please specify) >> I purchase clothing items when I actually need something I don't have already (ie: new black sweater because my old one is worn out
51	INCOMPLETE	393	2015-11-23 13:03:52	2015-11-23 13:10:25	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Geoffrey Beene >> Ralph Lauren >> Kenneth Cole	Somewhat important	Pretty important	Pretty important	Not important at all.	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Not important at all. >> What else is important to you when it comes to shopping? >> Convience, no crowd	walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Very important	Not important at all.	Convience, no crowds												Respondent skipped this question
50	INCOMPLETE	167	2015-11-23 13:07:02	2015-11-23 13:09:50	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Jockey Levis Columbia	Pretty important	Very important	Pretty important	Pretty important	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Extremely importan	away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Pretty important	Extremely importan	in stores >> Pretty important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Extremely important												Respondent skipped this question
53	INCOMPLETE	306	2015-11-23 13:05:48	2015-11-23 13:10:55	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Pepsi Wise potato chips. Prego.	Extremely important, Pretty important	Very important	Very important, Pretty important	Very important	Very important	Very important	Very important, Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important, Pretty important >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> Good prices	nt >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important, Pretty important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Very important >> Recommendations from a professional personal stylist >> Very important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important, Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Very important, Pretty important	Very important	Good prices.	Good programs.	Nothing.	Price.	Nothing.	Good services and prices.	Nothing.	Nothing.	0				Respondent skipped this question
